"SalePrice","OverallQual","GrLivArea","GarageCars","GarageArea","TotalBsmtSF","YearBuilt","FullBath","BedroomAbvGr","LotArea","Neighborhood"
129000,4,1120,2,544,1040,1961,1,3,6970,"Sawyer"
169000,5,2320,2,672,0,1948,2,2,14762,"Gilbert"
236000,7,1949,2,574,1050,1993,2,3,9938,"SawyerW"
109500,5,894,1,308,894,1962,1,2,6600,"NAmes"
200500,6,1682,2,523,804,1998,2,3,8750,"CollgCr"
116000,5,910,2,414,105,1953,1,3,8892,"NAmes"
133000,5,1268,1,288,832,1949,1,3,12144,"NAmes"
66500,5,1131,1,200,676,1941,1,3,5720,"OldTown"
303477,8,2610,2,550,1184,2007,2,4,9000,"Somerst"
132250,4,1040,2,648,1064,1963,1,3,25286,"Mitchel"
350000,9,2224,3,738,1462,2004,2,4,8834,"NridgHt"
148000,5,1155,2,576,1109,1961,1,3,11782,"Sawyer"
136500,5,864,1,336,864,1978,1,3,7000,"CollgCr"
157000,5,1090,2,450,1090,2005,1,2,7024,"Edwards"
187500,7,1717,2,400,1156,1990,2,3,13758,"Timber"
178000,6,1593,2,389,808,1992,2,3,9636,"Gilbert"
118500,4,2230,1,440,795,1912,1,5,6204,"SWISU"
100000,5,892,1,288,892,1967,1,3,7150,"NAmes"
328900,9,1709,2,506,1698,1999,2,2,5119,"Somerst"
145000,5,1712,2,588,1626,1959,2,4,8393,"NAmes"
135500,5,1393,1,300,816,1955,1,3,16466,"Edwards"
268000,8,2217,2,621,2217,1970,2,4,15865,"NAmes"
149500,6,1505,2,505,1505,1953,1,2,12160,"NAmes"
122900,5,924,2,576,672,1949,1,3,8064,"NAmes"
172500,6,1683,2,440,918,1978,2,3,11184,"Sawyer"
154500,6,1068,1,264,1059,1963,1,3,8414,"Sawyer"
165000,5,1383,1,354,1383,1954,1,3,13284,"Sawyer"
118858,5,1535,2,400,0,1979,2,4,7018,"SawyerW"
140000,6,1796,2,483,780,1963,1,4,7056,"NAmes"
106500,4,951,1,327,951,1936,1,2,8765,"IDOTRR"
142953,5,2240,2,528,0,1979,2,6,7018,"SawyerW"
611657,9,2364,3,820,2330,2009,2,2,12919,"NridgHt"
135000,5,1236,1,288,912,1961,1,3,6993,"Sawyer"
110000,4,858,1,684,858,1971,1,2,7340,"NAmes"
153000,5,1306,1,756,992,1957,1,2,8712,"NAmes"
180000,7,1509,2,393,783,2003,2,3,7875,"Gilbert"
240000,7,1670,3,690,1670,2006,2,3,14859,"Gilbert"
125500,5,902,1,288,876,1967,1,3,6173,"Sawyer"
128000,5,1063,1,280,1056,1954,1,3,9920,"NAmes"
255000,8,1636,3,865,1623,2006,2,3,13501,"Somerst"
250000,7,2057,1,180,1017,1936,1,3,11500,"Crawfor"
131000,5,902,2,484,864,1983,1,2,8885,"Mitchel"
174000,6,1484,2,390,742,2005,2,3,12589,"Gilbert"
154300,5,2274,2,480,1105,1960,2,5,11600,"NAmes"
143500,5,1268,1,252,1268,1977,1,3,9286,"CollgCr"
88000,5,1015,1,450,768,1925,1,3,6120,"BrkSide"
145000,5,2002,3,871,1001,1949,2,4,6270,"Crawfor"
173733,6,1224,2,528,612,2009,2,2,3000,"Somerst"
75000,4,1092,1,286,546,1970,1,3,2001,"MeadowV"
35311,2,480,1,308,480,1949,0,1,9000,"IDOTRR"
135000,4,1229,1,284,1134,1956,1,3,17140,"Edwards"
238000,7,2127,3,833,1104,1991,2,4,13125,"SawyerW"
176500,6,1414,2,601,1184,1958,1,3,11029,"NAmes"
201000,6,1721,2,471,928,1994,2,3,8462,"SawyerW"
145900,5,2200,0,0,1272,1900,2,4,8777,"Edwards"
169990,6,1316,2,397,1316,2005,2,3,10237,"Gilbert"
193000,6,1617,2,533,1604,1993,2,2,8012,"SawyerW"
207500,6,1686,2,612,1686,1980,2,3,10240,"NWAmes"
175000,5,1126,2,540,1126,1977,2,3,15611,"NWAmes"
285000,8,2374,3,656,1181,2003,2,4,11999,"NridgHt"
176000,7,1978,2,486,832,1968,2,4,9900,"NWAmes"
236500,8,1788,2,522,1753,2001,2,3,11838,"CollgCr"
222000,7,2236,2,642,964,1997,2,4,13006,"Gilbert"
201000,8,1466,3,610,1466,2007,2,3,8925,"Timber"
117500,5,925,1,429,925,1965,1,2,9100,"NAmes"
320000,9,1905,3,788,1905,2006,2,3,11670,"Somerst"
190000,7,1500,2,570,1500,2004,2,3,8487,"CollgCr"
242000,7,2069,2,505,585,1960,2,4,27650,"NAmes"
79900,4,747,2,528,600,1926,1,1,5825,"BrkSide"
184900,7,1200,2,555,1176,2003,2,2,10083,"SawyerW"
253000,7,1971,2,689,1113,2005,2,3,9675,"Somerst"
239799,7,1962,3,868,1391,2006,2,3,8760,"CollgCr"
244400,7,2403,1,349,1032,1940,2,4,24090,"ClearCr"
150900,6,1728,2,574,1728,1976,2,4,12640,"Mitchel"
214000,7,2060,2,390,992,1999,2,3,8755,"Gilbert"
150000,4,1440,0,0,1440,1977,2,4,7711,"Edwards"
143000,5,1632,2,576,1632,1967,2,4,25000,"Mitchel"
137500,6,1344,2,525,819,1958,1,3,14375,"Timber"
124900,5,1869,2,456,1088,1890,1,2,8820,"OldTown"
143000,5,1144,1,796,1144,1959,1,3,8163,"NAmes"
270000,8,1629,3,808,1616,2002,2,3,14536,"Timber"
192500,7,1776,2,474,936,2002,2,3,14006,"CollgCr"
197500,6,1381,2,676,1161,1972,1,3,9360,"NWAmes"
129000,5,864,2,720,864,1950,1,3,7200,"NAmes"
119900,5,965,1,300,828,1965,1,3,7800,"SawyerW"
133900,5,768,1,396,768,1972,1,2,7200,"CollgCr"
172000,5,1968,2,530,784,1969,2,4,11075,"Mitchel"
127500,6,980,0,0,945,1975,2,4,9400,"Edwards"
145000,6,1958,2,492,979,1946,2,4,7136,"Crawfor"
124000,6,1229,2,462,561,1980,1,2,1300,"Blueste"
132000,5,1057,2,576,1057,1962,1,3,7420,"Sawyer"
185000,7,1337,2,531,1337,2003,2,3,8450,"CollgCr"
155000,7,1416,2,484,696,1999,2,3,2572,"Somerst"
116500,5,858,0,0,858,1958,1,2,7207,"BrkSide"
272000,6,2872,2,619,1330,1977,2,4,12227,"NWAmes"
155000,6,1548,2,440,804,1976,2,3,2308,"NPkVill"
239000,9,1800,2,702,1800,2007,2,2,11923,"CollgCr"
214900,7,1894,2,510,817,2002,2,4,11316,"Timber"
178900,6,1484,2,393,783,2005,2,3,10237,"Gilbert"
160000,5,1308,1,256,728,1940,1,2,9600,"Crawfor"
135000,5,1098,1,260,1098,1955,1,3,7390,"NAmes"
37900,3,968,0,0,600,1910,1,2,5925,"OldTown"
140000,6,1095,1,264,588,1958,1,2,10382,"NAmes"
135000,4,1192,0,0,720,1949,1,4,10800,"NAmes"
173000,7,1626,2,474,764,2003,2,2,2268,"NridgHt"
99500,6,918,1,264,918,1979,2,2,7892,"SawyerW"
182000,7,1428,2,480,1428,2007,2,3,11639,"Somerst"
167500,7,2019,2,532,728,1910,1,3,11414,"BrkSide"
165000,7,1382,2,490,673,2000,2,3,2651,"Somerst"
85500,4,869,0,0,440,1923,1,2,5900,"BrkSide"
199900,7,1241,2,569,1241,2006,1,1,4274,"Somerst"
110000,4,894,2,400,894,1954,1,3,9450,"Edwards"
139000,5,1121,2,480,1121,1963,1,3,8816,"Sawyer"
178400,7,999,2,588,944,1961,1,3,12122,"NAmes"
336000,8,2612,3,676,1225,1998,2,4,12203,"NoRidge"
159895,7,1266,2,388,1266,2007,2,2,3182,"Blmngtn"
255900,8,2290,2,779,1128,2002,2,4,11250,"CollgCr"
126000,5,1734,2,539,0,1977,2,4,10125,"Mitchel"
125000,5,1164,1,240,1164,1950,1,3,10880,"Edwards"
117000,6,1635,1,255,485,1910,1,2,5310,"OldTown"
395192,9,1940,3,606,1930,2009,2,3,10159,"NridgHt"
195000,6,2030,2,551,848,1976,2,4,12046,"NWAmes"
197000,7,1576,2,614,770,2006,2,3,8125,"Somerst"
348000,8,2392,3,870,1396,1997,2,3,9452,"NoRidge"
168000,8,1742,2,424,916,1882,1,4,17671,"OldTown"
187000,6,1851,2,440,822,1964,2,3,9760,"NAmes"
173900,6,1500,2,564,750,2005,2,3,8846,"CollgCr"
337500,10,1718,3,786,1700,2006,2,3,12456,"NridgHt"
121600,4,1230,1,305,747,1946,1,3,4712,"BrkSide"
136500,5,1050,1,368,1050,1961,1,3,10659,"NAmes"
185000,6,1442,2,615,1442,1970,2,2,11717,"NWAmes"
91000,3,1077,1,210,1007,1922,1,3,9786,"IDOTRR"
206000,7,1208,2,632,1187,2006,2,2,6762,"CollgCr"
82000,3,944,2,528,0,1952,1,2,10206,"Edwards"
86000,5,691,1,216,691,1920,1,2,5400,"OldTown"
232000,8,1574,3,824,1574,2006,2,3,11957,"Somerst"
136905,5,1680,2,528,1680,1976,2,4,11500,"NWAmes"
181000,7,1504,2,457,1346,2005,2,1,3182,"Blmngtn"
149900,5,985,1,328,985,1977,2,3,8385,"CollgCr"
163500,6,1657,2,484,1657,1970,2,3,12155,"NAmes"
88000,4,1092,1,286,546,1970,1,3,2217,"MeadowV"
240000,7,1710,2,550,1710,2004,2,3,12118,"Mitchel"
102000,5,1522,0,0,1008,1926,2,4,6000,"SWISU"
135000,5,1271,1,312,720,1948,2,4,21286,"Sawyer"
100000,5,1664,0,0,0,1965,2,4,9825,"Edwards"
165000,6,1502,1,180,602,1923,1,3,10592,"Crawfor"
85000,5,1022,1,280,1022,1910,1,2,7200,"OldTown"
119200,6,1082,1,240,1082,1948,1,2,11664,"NAmes"
227000,8,1665,2,528,810,2001,2,3,8400,"NWAmes"
203000,7,1504,2,478,1504,1996,2,3,11883,"CollgCr"
187500,8,1360,2,565,1220,1984,1,1,5814,"StoneBr"
160000,7,1472,2,402,384,1991,2,3,10784,"Gilbert"
213490,7,1506,2,440,1362,2005,2,2,3013,"Blmngtn"
176000,4,1132,2,451,1132,2005,1,2,7024,"Edwards"
194000,7,1220,2,632,1199,2006,2,2,7406,"CollgCr"
87000,5,1248,1,160,912,1930,1,2,9439,"OldTown"
191000,7,1504,2,437,1346,2005,2,2,3182,"Blmngtn"
287000,8,2898,2,665,1565,1976,2,2,15498,"Timber"
112500,5,882,2,461,882,1972,1,3,7700,"CollgCr"
167500,5,1264,2,461,1268,1960,1,3,9300,"NAmes"
293077,8,1646,3,800,1638,2007,2,3,9520,"Timber"
105000,5,1376,1,240,768,1941,1,3,9492,"NAmes"
118000,6,1218,1,264,672,1972,1,3,1680,"BrDale"
160000,5,1928,0,0,686,1916,2,5,7082,"SWISU"
197000,7,3082,2,672,824,1920,2,5,15863,"SWISU"
310000,8,2520,3,796,1338,1993,2,5,14541,"NoRidge"
230000,7,1654,3,900,1654,2002,2,3,8125,"CollgCr"
119750,5,954,1,240,920,1938,1,2,6305,"Crawfor"
84000,4,845,1,290,0,1957,1,3,11500,"Edwards"
315500,9,1620,3,912,1620,2007,2,2,12898,"Timber"
287000,8,2263,2,905,1055,2001,2,3,9240,"CollgCr"
97000,4,1344,0,0,546,1970,1,3,1533,"MeadowV"
80000,4,630,1,286,630,1970,1,1,1477,"MeadowV"
155000,5,1803,2,484,1134,1957,2,3,13125,"Sawyer"
173000,6,1632,2,484,800,1966,1,4,9130,"NWAmes"
196000,6,1306,2,624,1306,2005,2,1,5381,"NridgHt"
262280,7,2329,2,514,1475,1990,2,4,11839,"SawyerW"
278000,8,2524,2,542,2524,1981,2,4,9600,"NWAmes"
139600,3,1733,2,452,0,1955,2,4,13680,"Edwards"
556581,9,2868,3,716,1992,2005,3,4,16056,"StoneBr"
145000,5,990,2,672,990,1994,1,3,9245,"CollgCr"
115000,5,1771,2,336,0,1960,1,3,21750,"Mitchel"
84900,4,930,1,308,0,1946,1,2,11100,"Edwards"
176485,7,1302,2,436,1302,2007,2,3,8993,"Gilbert"
200141,7,1316,2,440,1316,2007,2,3,11175,"CollgCr"
165000,6,1977,2,540,816,1964,1,4,9500,"NAmes"
144500,5,1526,1,364,1216,1957,1,4,8562,"Edwards"
255000,8,1989,2,586,1065,2002,2,3,11367,"CollgCr"
180000,6,1523,2,478,1193,1976,2,3,11361,"NWAmes"
185850,7,1364,2,484,1364,2005,2,2,7052,"NridgHt"
248000,7,1850,2,467,973,1994,2,3,29959,"NoRidge"
335000,9,2184,3,836,1104,2008,2,3,11308,"NridgHt"
220000,6,1991,2,432,854,1932,1,3,11275,"Crawfor"
213500,8,1338,2,582,1338,2001,2,2,4920,"StoneBr"
81000,3,894,3,1248,894,1935,1,2,18000,"IDOTRR"
90000,5,2337,2,560,662,1900,2,5,13600,"OldTown"
110500,6,1103,2,440,1103,1925,1,2,6000,"OldTown"
154000,5,1154,2,480,1154,1966,1,3,11000,"NAmes"
328000,7,2260,2,533,1306,1996,2,3,14000,"ClearCr"
178000,6,1571,2,380,799,1993,2,3,7837,"Gilbert"
167900,6,1611,2,442,780,1964,1,4,9760,"NAmes"
151400,6,2521,2,576,942,1973,2,5,3964,"MeadowV"
135000,5,893,2,576,845,1949,1,2,9600,"NAmes"
135000,5,1048,1,286,1048,1956,1,3,10152,"NAmes"
154000,6,1556,2,441,727,1968,1,4,11700,"NWAmes"
91500,5,1456,1,280,810,1948,1,4,7585,"Edwards"
159500,6,1426,2,440,690,1977,1,3,7950,"Edwards"
194000,7,1240,3,826,1240,2006,2,2,8556,"CollgCr"
219500,7,1740,1,240,800,1940,1,3,13125,"Crawfor"
170000,5,1466,2,566,796,1936,2,3,10800,"OldTown"
138800,5,1096,1,299,1096,1969,1,3,15870,"NAmes"
155900,6,848,2,420,848,2004,1,1,4435,"CollgCr"
126000,5,990,1,299,990,1994,1,3,8775,"CollgCr"
145000,6,1258,2,528,1258,1971,2,3,11040,"NWAmes"
133000,5,1040,1,308,1040,1963,1,3,7500,"Sawyer"
192000,7,1459,2,527,1459,2002,2,3,8749,"CollgCr"
160000,6,1251,1,461,1251,1964,1,3,8800,"NAmes"
187500,6,1498,2,409,691,1995,2,3,13031,"Gilbert"
147000,6,996,2,564,936,1992,1,2,9069,"SawyerW"
83500,4,1092,1,286,546,1973,1,3,1974,"MeadowV"
252000,8,1953,3,1043,1082,2005,2,3,10574,"Somerst"
137500,7,1709,2,380,970,2004,2,3,2522,"Edwards"
197000,8,1247,2,550,1247,2005,1,1,3316,"Somerst"
92900,3,1040,2,400,0,1950,2,2,8544,"NAmes"
160000,7,1252,2,462,600,1999,2,2,2160,"Somerst"
136500,6,1694,2,576,1181,1925,2,4,8400,"SWISU"
146000,5,1200,2,884,864,1965,1,1,9230,"NAmes"
129000,5,936,1,308,936,1956,1,2,5868,"NAmes"
176432,6,1314,2,440,1314,2006,2,3,9317,"CollgCr"
127000,6,1355,0,0,684,1914,1,3,6882,"IDOTRR"
170000,8,1088,2,461,1074,1986,1,2,3696,"StoneBr"
128000,4,1324,1,240,672,1936,1,3,6000,"BrkSide"
157000,7,1601,2,478,1271,1978,2,3,11880,"NWAmes"
60000,2,438,1,246,290,1920,1,1,8400,"SWISU"
119500,5,950,1,280,950,1971,1,3,9758,"NAmes"
135000,5,1134,1,254,1010,1960,1,2,7000,"NAmes"
159500,6,1194,2,539,655,1959,1,3,8910,"NAmes"
106000,5,1302,2,440,630,1970,2,3,2016,"BrDale"
325000,8,2622,2,712,1463,1994,2,3,12256,"NoRidge"
179900,7,1442,2,719,910,1990,2,3,10357,"SawyerW"
274725,7,2021,2,422,868,2006,2,3,23257,"Gilbert"
181000,6,1690,2,463,924,2000,2,3,8063,"Gilbert"
280000,8,1836,3,862,1836,2004,2,3,11362,"NridgHt"
188000,6,1658,2,431,773,1995,2,3,8000,"Gilbert"
205000,7,1964,2,483,803,1976,2,4,10480,"NWAmes"
129900,5,816,1,308,816,1957,1,2,7100,"NAmes"
134500,5,1008,1,240,1008,1953,1,2,8923,"NAmes"
117000,5,833,1,326,833,1954,1,2,5400,"OldTown"
318000,8,1734,3,928,1734,2007,2,3,12085,"NridgHt"
184100,8,1419,2,527,408,2002,2,3,7750,"Gilbert"
130000,5,894,2,450,894,1967,1,3,9764,"Sawyer"
140000,5,1601,1,300,533,1958,1,3,13825,"Sawyer"
133700,5,1040,1,286,1040,1959,1,3,7560,"NAmes"
118400,6,1012,1,308,1012,1920,1,2,8263,"IDOTRR"
212900,7,1552,3,782,1552,2005,2,3,10084,"CollgCr"
112000,4,960,1,288,672,1956,1,3,8926,"Edwards"
118000,5,698,0,0,698,1947,1,2,9405,"Edwards"
163900,7,1482,2,392,384,1992,2,3,9125,"Gilbert"
115000,4,1005,2,672,1005,1955,1,2,10434,"NAmes"
174000,7,1555,3,660,1373,2007,2,2,3684,"Blmngtn"
259000,7,1530,3,630,1530,2004,2,3,14572,"Gilbert"
215000,7,1959,2,434,847,2004,2,4,11796,"Gilbert"
140000,5,936,2,672,936,1980,1,2,7200,"OldTown"
135000,4,1981,2,576,1122,1928,2,4,7804,"SWISU"
93500,5,974,0,0,974,1991,1,3,10712,"Mitchel"
117500,6,2210,1,205,1008,1880,2,5,9900,"OldTown"
239500,8,2020,2,466,1128,1995,2,3,9828,"SawyerW"
169000,6,1600,2,460,916,1997,2,3,8773,"Gilbert"
102000,6,986,1,180,960,1926,1,2,6180,"BrkSide"
119000,6,1252,1,288,1032,1950,1,3,9600,"NAmes"
94000,5,1020,0,0,780,1875,1,2,6342,"Sawyer"
196000,6,1567,2,714,1567,1977,2,2,9819,"Mitchel"
144000,5,1167,2,495,915,1920,1,3,8731,"BrkSide"
139000,5,952,2,840,952,1951,1,2,7350,"NAmes"
197500,5,1868,2,484,780,1976,2,4,10304,"NWAmes"
424870,8,2828,3,1052,1466,2006,3,4,9965,"CollgCr"
80000,5,1006,0,0,1006,1959,1,3,9000,"Sawyer"
80000,4,924,1,280,672,1941,1,2,12180,"Edwards"
149000,5,1576,1,225,1042,1928,1,3,6240,"BrkSide"
180000,6,1298,2,403,1298,1985,2,3,11200,"SawyerW"
174500,7,1564,1,234,704,1941,1,3,12000,"Crawfor"
116900,7,1111,1,288,572,1926,1,2,5700,"OldTown"
143000,7,1482,2,324,650,1920,1,3,9000,"OldTown"
124000,6,932,1,306,932,1950,1,2,8280,"NAmes"
149900,5,1466,2,528,1466,1959,1,3,17755,"Edwards"
230000,6,1811,2,470,1073,1956,1,2,14115,"Crawfor"
120500,6,816,1,432,816,1930,1,2,5890,"IDOTRR"
201800,7,1820,2,492,864,1965,1,4,13700,"NAmes"
218000,5,1437,2,528,1437,1976,2,3,10768,"Veenker"
179900,5,1265,2,502,1219,1965,2,3,9350,"NAmes"
230000,7,1314,2,626,1314,2007,2,2,5001,"NridgHt"
235128,8,1580,3,830,1580,2007,2,3,11932,"Somerst"
185000,6,1876,2,540,901,1974,2,4,9120,"NWAmes"
146000,6,1456,2,440,855,1978,2,3,2280,"NPkVill"
224000,6,1640,2,924,1296,1954,1,3,14778,"Crawfor"
129000,5,894,2,450,894,1968,1,3,8724,"Sawyer"
108959,4,1258,2,400,1198,1969,0,0,12900,"Sawyer"
194000,5,1432,2,588,1360,1978,1,2,16157,"Veenker"
233170,7,1502,2,644,1502,2009,2,3,9541,"NridgHt"
245350,8,1694,3,776,1694,2008,2,3,10475,"CollgCr"
173000,6,1671,2,472,959,2000,2,3,10852,"Gilbert"
235000,6,2108,2,540,1127,1935,2,4,13728,"Edwards"
625000,10,3627,3,807,1930,1995,3,4,35760,"NoRidge"
171000,6,1118,1,358,1096,1977,1,3,9880,"Mitchel"
163000,6,1261,2,433,1261,1958,1,3,9120,"NAmes"
171900,7,1250,2,625,625,2006,2,2,4017,"Somerst"
200500,5,3086,0,0,1598,1946,3,3,18030,"ClearCr"
239000,6,2345,2,360,952,1932,2,4,16560,"Crawfor"
285000,8,2872,2,541,1683,1992,2,4,10678,"NoRidge"
119500,5,923,1,264,876,1984,1,3,6951,"Mitchel"
115000,6,1224,1,210,818,1926,1,3,3950,"OldTown"
154900,5,1343,1,186,731,1921,1,3,7681,"Crawfor"
93000,5,1124,0,0,0,1954,1,3,8335,"Edwards"
250000,7,2514,2,693,1216,1990,2,4,11170,"Timber"
392500,8,1652,2,482,1600,2008,2,2,5587,"Crawfor"
745000,10,4476,3,813,2396,1996,3,4,15623,"NoRidge"
120000,5,1130,2,720,1120,1920,1,2,10800,"OldTown"
186700,5,1572,3,995,1572,1963,1,3,35133,"Timber"
104900,5,1221,1,392,784,1924,1,4,9738,"Edwards"
95000,3,1699,2,420,978,1900,2,3,10615,"OldTown"
262000,8,1624,3,757,1624,1994,2,2,12461,"NoRidge"
195000,7,1660,2,493,831,2002,2,3,8935,"CollgCr"
189000,7,1804,2,442,994,1999,2,3,7500,"Gilbert"
168000,4,1622,4,1356,1249,1961,1,3,32463,"Mitchel"
174000,8,1441,2,492,776,1999,2,2,2645,"Somerst"
125000,5,1472,1,250,702,1925,1,3,9600,"OldTown"
165000,6,1224,2,402,1224,1999,2,2,4500,"Mitchel"
158000,6,1352,1,299,663,1969,1,4,9364,"Sawyer"
176000,6,1456,2,400,728,2005,2,3,8029,"Gilbert"
219210,7,1863,3,660,879,2006,2,4,14054,"Gilbert"
144000,7,1690,1,225,815,1916,1,3,8850,"OldTown"
178000,7,1212,2,573,1212,2001,2,3,9100,"CollgCr"
148000,4,1382,2,459,1051,1963,1,3,11235,"Sawyer"
116050,4,864,1,280,864,1970,1,3,9353,"NAmes"
197900,7,1779,2,546,866,1998,2,3,10400,"CollgCr"
117000,5,1348,1,216,884,1925,1,3,6000,"BrkSide"
213000,7,1630,2,451,1630,2000,2,3,9750,"CollgCr"
153500,5,1074,2,495,1056,1975,1,3,10140,"NWAmes"
271900,7,2196,3,701,2158,1990,2,3,14684,"SawyerW"
107000,4,1056,1,384,1056,1966,1,2,8900,"SawyerW"
200000,6,1700,2,544,1682,2003,2,3,9135,"CollgCr"
140000,5,1283,2,506,931,1962,1,3,7763,"NAmes"
290000,8,1660,2,500,1660,2006,2,3,10182,"Somerst"
189000,6,1845,2,462,1055,1992,2,3,11218,"SawyerW"
164000,8,1752,2,492,559,1988,2,4,12134,"Gilbert"
113000,4,672,1,234,672,1941,1,2,9340,"Edwards"
145000,4,960,1,364,648,1965,0,0,10246,"Sawyer"
134500,5,999,1,300,925,1962,1,3,10205,"NAmes"
125000,5,894,1,384,894,1966,1,3,7094,"Sawyer"
112000,6,1902,2,539,0,1978,2,4,8930,"Sawyer"
229456,8,1314,2,552,1300,2009,2,3,8640,"Somerst"
80500,4,912,0,0,0,1947,1,2,6240,"BrkSide"
91500,6,1218,0,0,672,1971,1,3,1680,"BrDale"
115000,5,912,1,288,912,1964,1,2,7800,"NAmes"
134000,5,1211,1,322,952,1968,1,3,8250,"Sawyer"
143000,6,1846,1,315,1040,1949,2,3,10496,"NAmes"
137900,5,2136,2,528,2136,1951,2,4,10680,"NAmes"
184000,7,1490,2,388,788,2004,2,3,15384,"Gilbert"
145000,6,1138,1,264,588,1958,1,3,10482,"NAmes"
214000,6,1933,3,668,894,2007,2,4,14598,"Somerst"
147000,5,912,2,576,912,1965,1,2,8872,"NAmes"
367294,9,1702,3,1052,1702,2008,1,1,8769,"NridgHt"
127000,5,1507,1,404,1075,1960,2,4,7910,"NAmes"
190000,5,2620,2,600,1361,1977,2,4,18890,"Sawyer"
132500,5,1190,2,540,1106,1962,1,3,7728,"NAmes"
101800,4,1224,2,462,0,1962,2,2,9842,"NAmes"
142000,5,1188,2,531,1188,1959,1,3,12160,"NAmes"
130000,5,1964,0,0,940,1911,1,4,8525,"SWISU"
138887,5,1784,1,180,747,1914,1,4,13132,"Crawfor"
175500,7,1626,2,474,764,2003,2,2,2628,"NridgHt"
195000,7,1948,2,434,847,2004,2,4,12393,"CollgCr"
142500,6,1141,2,484,1141,2005,1,3,13072,"SawyerW"
265900,8,1484,2,472,1476,2006,2,2,9037,"Timber"
224900,7,1768,2,543,884,2003,2,3,8158,"CollgCr"
248328,7,1689,3,954,1689,2007,2,3,9849,"Somerst"
170000,7,1173,2,528,1053,1974,2,3,10625,"NWAmes"
465000,10,2076,3,850,2076,2006,2,2,13891,"NridgHt"
230000,8,1517,2,400,792,1929,1,3,11435,"Crawfor"
178000,6,1868,2,477,585,1984,3,3,12090,"NWAmes"
186500,7,1553,2,615,756,2005,2,3,8125,"Somerst"
169900,6,1034,3,888,1012,1976,1,3,12328,"Mitchel"
129500,6,2058,2,396,735,1917,1,3,9600,"OldTown"
119000,5,988,1,276,876,1950,1,3,7200,"NAmes"
244000,7,2110,2,522,2110,1968,2,3,11160,"NAmes"
171750,7,1405,2,478,1405,2003,2,2,3136,"NridgHt"
130000,5,874,1,288,864,1968,1,3,9858,"Mitchel"
294000,7,2167,2,518,1192,1974,2,3,17542,"Veenker"
165400,7,1656,2,397,746,2003,2,3,6931,"Edwards"
127500,6,1367,1,560,884,1931,1,3,6240,"BrkSide"
301500,8,1987,2,691,1986,1994,2,2,14303,"NoRidge"
99900,5,864,0,0,864,1922,1,2,4060,"Edwards"
190000,7,1166,2,400,856,2005,2,2,9587,"Gilbert"
151000,6,1054,2,460,1054,1969,1,3,9750,"NAmes"
181000,6,1675,2,502,841,1999,2,3,24682,"Gilbert"
128900,5,1050,1,338,1050,1956,1,2,9600,"NAmes"
161500,4,1788,1,304,1104,1957,1,5,11250,"ClearCr"
180500,6,1824,2,520,764,1919,1,3,13515,"BrkSide"
181000,6,1337,2,511,1405,1998,2,2,4060,"NAmes"
183900,7,1452,2,506,691,1999,2,3,3735,"Somerst"
122000,7,1889,1,308,925,1910,1,4,10120,"OldTown"
378500,9,2018,3,746,2002,2008,2,3,13214,"Timber"
381000,8,3447,3,1014,728,1935,3,4,14100,"Crawfor"
144000,5,1524,1,315,874,1958,1,3,11344,"NAmes"
260000,7,1524,2,586,1332,1979,0,0,23595,"ClearCr"
185750,6,1489,2,462,1489,1968,2,3,9156,"NWAmes"
137000,5,935,1,288,935,1965,1,3,13526,"Sawyer"
177000,6,1357,1,312,1019,1959,1,2,11512,"Edwards"
139000,5,1250,2,552,661,1910,2,3,5362,"Crawfor"
137000,5,1920,2,400,928,1948,2,4,11345,"NAmes"
162000,6,1395,2,497,723,1972,1,3,12936,"NWAmes"
197900,6,1724,2,480,1680,1967,1,3,17871,"NWAmes"
237000,8,2031,2,577,1128,2002,2,3,9473,"CollgCr"
68400,4,1128,2,528,698,1920,1,2,7500,"IDOTRR"
227000,7,1573,2,544,1573,2002,2,3,9808,"CollgCr"
180000,7,1339,2,484,1309,1990,2,2,8049,"Timber"
150500,5,1040,2,484,1040,1977,2,3,8800,"CollgCr"
139000,6,1824,0,0,912,1971,2,4,9400,"Mitchel"
169000,6,2447,1,336,804,1919,2,4,9638,"SWISU"
132500,6,1412,1,280,780,1939,1,4,6000,"BrkSide"
143000,6,1328,2,528,1328,1963,1,3,9790,"NWAmes"
190000,5,1582,2,390,1624,1964,2,4,36500,"ClearCr"
278000,8,1659,2,499,1501,2000,2,2,5664,"StoneBr"
281000,8,1970,3,753,1085,2006,2,3,11065,"NridgHt"
180500,5,1152,2,484,1152,1964,1,3,14112,"NAmes"
119500,5,1302,1,264,630,1972,2,3,1680,"BrDale"
107500,5,2372,1,432,994,1892,2,4,6600,"OldTown"
162900,7,1664,2,528,832,1976,2,4,10140,"NWAmes"
115000,5,864,2,572,864,1955,1,2,8172,"Edwards"
138500,5,1052,1,288,1052,1968,1,3,8400,"NAmes"
155000,5,1128,2,525,1120,1963,2,3,8700,"NAmes"
140000,6,1072,2,525,547,2005,2,2,3675,"Edwards"
160000,10,5642,2,1418,6110,2008,2,3,63887,"Edwards"
154000,5,1246,1,305,1246,1959,1,3,7500,"NAmes"
225000,7,1983,2,490,978,1999,2,3,10762,"Gilbert"
177500,6,1494,1,213,771,1942,1,3,7500,"Crawfor"
290000,8,2526,3,844,1165,1994,2,4,10120,"NoRidge"
